,indices_behind_to_use_range,number_of_nearby_locations_to_use,hidden_layer_sizes,alpha,airlocation_id,nearby_airlocation_ids,prediction_type,error_results
1029,"range(0, 33, 2)",3.0,"(24,)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.876190003164353, '24_ahead': 27.522396715283378, '35_ahead': 31.617823460931749, '13_ahead': 21.333156710512462, '2_ahead': 8.4006335752606667}"
1030,"range(0, 33, 2)",3.0,"(24,)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.964731318936529, '24_ahead': 30.634761636365194, '35_ahead': 32.657287634956795, '13_ahead': 26.417929506180492, '2_ahead': 21.124389778231841}"
1031,"range(0, 33, 2)",3.0,"(24,)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 33.779156024166284, '24_ahead': 29.184397842191682, '35_ahead': 31.737163297063272, '13_ahead': 24.303695830314531, '2_ahead': 17.622344874940946}"
1032,"range(0, 33, 2)",3.0,"(24,)",5e-05,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 31.144277454286186, '24_ahead': 25.68349097372867, '35_ahead': 29.032347370099622, '13_ahead': 20.539243222848707, '2_ahead': 9.3758993232711063}"
1033,"range(0, 33, 2)",3.0,"(24,)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.626932492733708, '24_ahead': 26.823641058774928, '35_ahead': 30.461967500920661, '13_ahead': 19.845260472798749, '2_ahead': 7.2689634765617352}"
1034,"range(0, 33, 2)",3.0,"(24,)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.909836545443014, '24_ahead': 30.226331518676073, '35_ahead': 32.160073762960089, '13_ahead': 26.181928872847489, '2_ahead': 20.433607237139601}"
1035,"range(0, 33, 2)",3.0,"(24,)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 33.569764858717761, '24_ahead': 29.103967253684392, '35_ahead': 32.201735192901992, '13_ahead': 25.131377728468905, '2_ahead': 17.721151234402775}"
1036,"range(0, 33, 2)",3.0,"(100,)",0.001,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 26.961469235650501, '24_ahead': 23.923269431194672, '35_ahead': 24.95456110154737, '13_ahead': 18.175289418439448, '2_ahead': 6.7327536621766377}"
1037,"range(0, 33, 2)",3.0,"(100,)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.44243089043195, '24_ahead': 26.275794327295369, '35_ahead': 30.171439960914661, '13_ahead': 19.387568320856623, '2_ahead': 6.2150110574277173}"
1038,"range(0, 33, 2)",3.0,"(100,)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.599889156613379, '24_ahead': 29.219805144813719, '35_ahead': 31.983265157850912, '13_ahead': 25.414386101458263, '2_ahead': 19.620295416776148}"
1039,"range(0, 33, 2)",3.0,"(100,)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 33.525442800730232, '24_ahead': 28.80968743928608, '35_ahead': 31.687114517615054, '13_ahead': 23.760807428080085, '2_ahead': 16.498489220313509}"
1040,"range(0, 33, 2)",3.0,"(100,)",0.0005,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 25.921320616342534, '24_ahead': 23.224707568860978, '35_ahead': 26.300579496921436, '13_ahead': 19.115174755163729, '2_ahead': 7.6888960116243288}"
1041,"range(0, 33, 2)",3.0,"(100,)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.869514667875094, '24_ahead': 26.551556430889995, '35_ahead': 30.45850166232221, '13_ahead': 19.760618339046513, '2_ahead': 7.0451390750652108}"
1042,"range(0, 33, 2)",3.0,"(100,)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.414603657915229, '24_ahead': 29.543154253481656, '35_ahead': 32.149097819280101, '13_ahead': 25.634530785234894, '2_ahead': 20.16917621812069}"
1043,"range(0, 33, 2)",3.0,"(100,)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 33.270025932628585, '24_ahead': 28.128937334149583, '35_ahead': 31.28207352785267, '13_ahead': 23.700963531441023, '2_ahead': 16.681305521034766}"
1044,"range(0, 33, 2)",3.0,"(100,)",0.0001,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 25.705733423762116, '24_ahead': 23.766965173520131, '35_ahead': 25.185528551044918, '13_ahead': 18.520266561528334, '2_ahead': 6.8880935192983728}"
1045,"range(0, 33, 2)",3.0,"(100,)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.161804432287404, '24_ahead': 26.020695332572405, '35_ahead': 30.114530707162416, '13_ahead': 19.326993501276608, '2_ahead': 5.9162500116887777}"
1046,"range(0, 33, 2)",3.0,"(100,)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.807794284041208, '24_ahead': 29.836883373114375, '35_ahead': 32.287236190861513, '13_ahead': 25.632673606170275, '2_ahead': 20.173774726259726}"
1047,"range(0, 33, 2)",3.0,"(100,)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 33.404218425269988, '24_ahead': 28.908656143745866, '35_ahead': 31.818731502210756, '13_ahead': 23.418307615547281, '2_ahead': 16.285833296367692}"
1048,"range(0, 33, 2)",3.0,"(100,)",5e-05,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 24.619183423411563, '24_ahead': 23.498080727378888, '35_ahead': 25.588063235299149, '13_ahead': 19.168186148515534, '2_ahead': 7.0533292082805898}"
1049,"range(0, 33, 2)",3.0,"(100,)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 33.016767323135255, '24_ahead': 26.392586041580056, '35_ahead': 30.374131088374721, '13_ahead': 19.409920907266439, '2_ahead': 6.2074226918362525}"
1050,"range(0, 33, 2)",3.0,"(100,)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.629162233344324, '24_ahead': 29.634164579571834, '35_ahead': 31.791356257423214, '13_ahead': 25.378061885274747, '2_ahead': 19.814284701888027}"
1051,"range(0, 33, 2)",3.0,"(100,)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 33.644422048386716, '24_ahead': 28.687111845494776, '35_ahead': 31.884231875958079, '13_ahead': 23.741357990002552, '2_ahead': 16.734503866133256}"
1052,"range(0, 33, 2)",3.0,"(100, 10)",0.001,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 24.815613145351353, '24_ahead': 24.272287826219987, '35_ahead': 26.041920761317719, '13_ahead': 18.762606175272996, '2_ahead': 6.7562320632816233}"
1053,"range(0, 33, 2)",3.0,"(100, 10)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.589870703037221, '24_ahead': 26.712466936579137, '35_ahead': 29.904294380613415, '13_ahead': 19.240830651190187, '2_ahead': 6.2965677956802999}"
1054,"range(0, 33, 2)",3.0,"(100, 10)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.287865406636925, '24_ahead': 30.377278483886094, '35_ahead': 32.181747612203594, '13_ahead': 25.7623627098498, '2_ahead': 19.64722304282741}"
1055,"range(0, 33, 2)",3.0,"(100, 10)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 33.287301236596107, '24_ahead': 28.24357536142676, '35_ahead': 31.577527789911031, '13_ahead': 23.893043096688402, '2_ahead': 16.649188958168061}"
1056,"range(0, 33, 2)",3.0,"(100, 10)",0.0005,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 23.2289983571868, '24_ahead': 21.132853354766638, '35_ahead': 24.445084783137236, '13_ahead': 18.567020099548273, '2_ahead': 7.7855738731246973}"
1057,"range(0, 33, 2)",3.0,"(100, 10)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 31.875721719254571, '24_ahead': 26.945248852920059, '35_ahead': 29.500880478742388, '13_ahead': 21.656173546612106, '2_ahead': 7.4324799862062703}"
1058,"range(0, 33, 2)",3.0,"(100, 10)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.980381557110555, '24_ahead': 30.128522727282444, '35_ahead': 32.122446281505418, '13_ahead': 25.935548704761448, '2_ahead': 20.38046891806507}"
1059,"range(0, 33, 2)",3.0,"(100, 10)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 32.518883105263967, '24_ahead': 28.300754376945932, '35_ahead': 31.624964233797854, '13_ahead': 23.890107837445271, '2_ahead': 20.243664436654221}"
1060,"range(0, 33, 2)",3.0,"(100, 10)",0.0001,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 24.892616702794644, '24_ahead': 21.968928546933125, '35_ahead': 24.552394443937825, '13_ahead': 17.639348279031953, '2_ahead': 7.7899504503082166}"
1061,"range(0, 33, 2)",3.0,"(100, 10)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.206312022205275, '24_ahead': 26.851289485511455, '35_ahead': 29.689227689272794, '13_ahead': 19.888579126715495, '2_ahead': 7.1442329666848226}"
1062,"range(0, 33, 2)",3.0,"(100, 10)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.817866452045322, '24_ahead': 29.83121256211864, '35_ahead': 32.407543202856644, '13_ahead': 25.807818421948376, '2_ahead': 20.184464252549557}"
1063,"range(0, 33, 2)",3.0,"(100, 10)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 33.449620993161368, '24_ahead': 28.405847368367962, '35_ahead': 31.336832832321765, '13_ahead': 23.539265286570039, '2_ahead': 16.608353209029207}"
1064,"range(0, 33, 2)",3.0,"(100, 10)",5e-05,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 25.657399486838141, '24_ahead': 21.872281282374203, '35_ahead': 23.995233339024303, '13_ahead': 18.954445507631448, '2_ahead': 7.3108787437434479}"
1065,"range(0, 33, 2)",3.0,"(100, 10)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.34384165242021, '24_ahead': 26.32564993030271, '35_ahead': 30.200287525319972, '13_ahead': 19.257376961459514, '2_ahead': 6.5373209938945731}"
1066,"range(0, 33, 2)",3.0,"(100, 10)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 34.485478200156997, '24_ahead': 28.770616837942633, '35_ahead': 32.182729261712858, '13_ahead': 25.680935484586161, '2_ahead': 20.489909360304896}"
1067,"range(0, 33, 2)",3.0,"(100, 10)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 33.350331349007227, '24_ahead': 28.325877932583424, '35_ahead': 31.546837196865773, '13_ahead': 23.74921348581001, '2_ahead': 15.886784747879952}"
1068,"range(0, 33, 2)",4.0,"(24,)",0.001,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 30.918091537186392, '24_ahead': 25.430737110814324, '35_ahead': 28.945600510353113, '13_ahead': 20.065551065940614, '2_ahead': 9.4981745294092015}"
1069,"range(0, 33, 2)",4.0,"(24,)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.707712692504003, '24_ahead': 26.882516084844685, '35_ahead': 30.976276235469914, '13_ahead': 20.0852426950695, '2_ahead': 7.9629377241221126}"
1070,"range(0, 33, 2)",4.0,"(24,)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.636043002244413, '24_ahead': 29.648940931221222, '35_ahead': 31.924521328130478, '13_ahead': 26.216009588883924, '2_ahead': 20.087439130486992}"
1071,"range(0, 33, 2)",4.0,"(24,)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 33.46517500055419, '24_ahead': 28.809549067367019, '35_ahead': 31.376584417064027, '13_ahead': 24.51049609228275, '2_ahead': 17.090917098556133}"
1072,"range(0, 33, 2)",4.0,"(24,)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_4,"{'46_ahead': 33.985146391499342, '24_ahead': 29.592273763826967, '35_ahead': 32.008706867476512, '13_ahead': 26.003714216946296, '2_ahead': 19.849608341667054}"
1073,"range(0, 33, 2)",4.0,"(24,)",0.0005,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 30.463948935692304, '24_ahead': 25.392306578966764, '35_ahead': 28.92939693971843, '13_ahead': 19.930891984606738, '2_ahead': 8.6598532431408177}"
1074,"range(0, 33, 2)",4.0,"(24,)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.554342812536611, '24_ahead': 26.794274055558727, '35_ahead': 30.409635429465617, '13_ahead': 19.944758889652455, '2_ahead': 7.1263598612634045}"
1075,"range(0, 33, 2)",4.0,"(24,)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 34.017696509433044, '24_ahead': 30.432364861981071, '35_ahead': 32.442965426582006, '13_ahead': 26.356588313101057, '2_ahead': 20.863067361740061}"
1076,"range(0, 33, 2)",4.0,"(24,)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 33.326420698935358, '24_ahead': 29.154585690671926, '35_ahead': 31.639322361868626, '13_ahead': 24.479227604383198, '2_ahead': 17.425874660602425}"
1077,"range(0, 33, 2)",4.0,"(24,)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_4,"{'46_ahead': 33.939115825430264, '24_ahead': 29.384856756409238, '35_ahead': 31.904092952497852, '13_ahead': 25.616013568362931, '2_ahead': 20.144096791487737}"
1078,"range(0, 33, 2)",4.0,"(24,)",0.0001,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 29.999656105827839, '24_ahead': 25.483797783194639, '35_ahead': 30.024209672373129, '13_ahead': 20.853022170583021, '2_ahead': 8.5803238038569809}"
1079,"range(0, 33, 2)",4.0,"(24,)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.57014461576243, '24_ahead': 26.362863658149497, '35_ahead': 30.599600805209612, '13_ahead': 20.350446677596526, '2_ahead': 7.5702617792118287}"
1080,"range(0, 33, 2)",4.0,"(24,)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 34.173978276237357, '24_ahead': 30.21679885190656, '35_ahead': 32.706873888672547, '13_ahead': 27.227246985087941, '2_ahead': 22.219873786877471}"
1081,"range(0, 33, 2)",4.0,"(24,)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 33.468355305672496, '24_ahead': 29.091722144127765, '35_ahead': 32.362623560155527, '13_ahead': 24.531067770906553, '2_ahead': 17.791321517423231}"
1082,"range(0, 33, 2)",4.0,"(24,)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_4,"{'46_ahead': 33.837547455966565, '24_ahead': 29.917187009551064, '35_ahead': 32.075824720896556, '13_ahead': 25.79849880476004, '2_ahead': 19.748238217455846}"
1083,"range(0, 33, 2)",4.0,"(24,)",5e-05,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 31.980007390806861, '24_ahead': 26.970260360902074, '35_ahead': 29.702542984379523, '13_ahead': 19.972650683838779, '2_ahead': 9.1130697017023561}"
1084,"range(0, 33, 2)",4.0,"(24,)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.44230224417003, '24_ahead': 27.326116412016642, '35_ahead': 30.754291312083456, '13_ahead': 20.495257392847609, '2_ahead': 6.908763484175668}"
1085,"range(0, 33, 2)",4.0,"(24,)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 34.516187763015203, '24_ahead': 30.250968342100869, '35_ahead': 32.867425188345365, '13_ahead': 27.100342999611499, '2_ahead': 20.814230626039127}"
1086,"range(0, 33, 2)",4.0,"(24,)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 34.030742995688499, '24_ahead': 29.273682580008359, '35_ahead': 32.253115864814824, '13_ahead': 24.660032789252099, '2_ahead': 17.346715552504207}"
1087,"range(0, 33, 2)",4.0,"(24,)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_4,"{'46_ahead': 34.004708941262166, '24_ahead': 30.133063389472877, '35_ahead': 32.788662973359173, '13_ahead': 26.251193506608075, '2_ahead': 20.133457522612272}"
1088,"range(0, 33, 2)",4.0,"(100,)",0.001,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 26.63356523017427, '24_ahead': 24.139967878378052, '35_ahead': 25.024398629297828, '13_ahead': 18.562415005570994, '2_ahead': 7.1509352357929288}"
1089,"range(0, 33, 2)",4.0,"(100,)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.285230746211958, '24_ahead': 26.295872834852933, '35_ahead': 30.103644360463459, '13_ahead': 19.449612108158647, '2_ahead': 6.8721450535229955}"
1090,"range(0, 33, 2)",4.0,"(100,)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.83194659621455, '24_ahead': 29.686628078330287, '35_ahead': 32.151358589827211, '13_ahead': 25.701977403675389, '2_ahead': 19.774965099826648}"
1091,"range(0, 33, 2)",4.0,"(100,)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 33.587020209269994, '24_ahead': 28.980719194830627, '35_ahead': 32.046339150444027, '13_ahead': 23.886937250270844, '2_ahead': 16.325742956280521}"
1092,"range(0, 33, 2)",4.0,"(100,)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_4,"{'46_ahead': 33.68642783600319, '24_ahead': 29.396672962001041, '35_ahead': 31.767455267234318, '13_ahead': 25.217984378454496, '2_ahead': 19.189843006680718}"
1093,"range(0, 33, 2)",4.0,"(100,)",0.0005,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 24.782780277902475, '24_ahead': 23.405098473007168, '35_ahead': 24.661354257836848, '13_ahead': 18.387090314861503, '2_ahead': 6.8797285556978567}"
1094,"range(0, 33, 2)",4.0,"(100,)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.561238249789909, '24_ahead': 26.432065018102112, '35_ahead': 30.069815485892402, '13_ahead': 18.931799300306292, '2_ahead': 6.3079734427391072}"
1095,"range(0, 33, 2)",4.0,"(100,)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 34.137377823163632, '24_ahead': 29.580774492078248, '35_ahead': 32.215272931598939, '13_ahead': 25.420533909762479, '2_ahead': 19.702052282461814}"
1096,"range(0, 33, 2)",4.0,"(100,)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 33.343248715325664, '24_ahead': 28.421179572148191, '35_ahead': 31.39054383144282, '13_ahead': 23.832681940677439, '2_ahead': 16.622940601701401}"
1097,"range(0, 33, 2)",4.0,"(100,)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_4,"{'46_ahead': 33.353963358501133, '24_ahead': 28.885079367884497, '35_ahead': 31.716672543450141, '13_ahead': 25.01073160454732, '2_ahead': 18.808932654539724}"
1098,"range(0, 33, 2)",4.0,"(100,)",0.0001,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 24.715138576363863, '24_ahead': 24.76239447725883, '35_ahead': 25.486645130960959, '13_ahead': 18.518492892767739, '2_ahead': 7.6683278010311087}"
1099,"range(0, 33, 2)",4.0,"(100,)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.465047579673097, '24_ahead': 26.334814815261737, '35_ahead': 30.349270683827733, '13_ahead': 19.693954815097246, '2_ahead': 6.5421254796799015}"
1100,"range(0, 33, 2)",4.0,"(100,)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.80787868278842, '24_ahead': 29.660173610836878, '35_ahead': 32.293354469673069, '13_ahead': 25.323409290176485, '2_ahead': 19.739748147554895}"
1101,"range(0, 33, 2)",4.0,"(100,)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 33.002525821652334, '24_ahead': 28.243407231400035, '35_ahead': 31.200759783754844, '13_ahead': 23.680549778670525, '2_ahead': 16.312813965216662}"
1102,"range(0, 33, 2)",4.0,"(100,)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_4,"{'46_ahead': 33.228022553712201, '24_ahead': 28.868071723817035, '35_ahead': 31.778267419611002, '13_ahead': 24.835399713964073, '2_ahead': 18.725500801459052}"
1103,"range(0, 33, 2)",4.0,"(100,)",5e-05,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 24.13482556257842, '24_ahead': 24.003572091412622, '35_ahead': 27.646789863719999, '13_ahead': 18.885178771191502, '2_ahead': 7.1939871956528512}"
1104,"range(0, 33, 2)",4.0,"(100,)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.888457236388362, '24_ahead': 26.931043033437266, '35_ahead': 30.392050743737538, '13_ahead': 20.295401831049464, '2_ahead': 6.3807155005156488}"
1105,"range(0, 33, 2)",4.0,"(100,)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.643410785461306, '24_ahead': 29.652209026008496, '35_ahead': 32.268299185616556, '13_ahead': 25.605013576409206, '2_ahead': 19.948968406023933}"
1106,"range(0, 33, 2)",4.0,"(100,)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 33.259245615309922, '24_ahead': 28.572446710438175, '35_ahead': 31.439963925757901, '13_ahead': 24.335200813141579, '2_ahead': 16.546801020001158}"
1107,"range(0, 33, 2)",4.0,"(100,)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_4,"{'46_ahead': 33.464472365685452, '24_ahead': 28.66574379065597, '35_ahead': 31.685340930511799, '13_ahead': 24.531567956034213, '2_ahead': 18.576963076379776}"
1108,"range(0, 33, 2)",4.0,"(100, 10)",0.001,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 24.110178559622149, '24_ahead': 23.26886394334079, '35_ahead': 22.853648819698183, '13_ahead': 18.746529131437043, '2_ahead': 7.0988638842574545}"
1109,"range(0, 33, 2)",4.0,"(100, 10)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.499436356183359, '24_ahead': 26.450820725349612, '35_ahead': 30.537258237622471, '13_ahead': 19.804851988437647, '2_ahead': 6.9878659311778124}"
1110,"range(0, 33, 2)",4.0,"(100, 10)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.384498365254849, '24_ahead': 29.350432948326478, '35_ahead': 31.948158184013899, '13_ahead': 25.600005431093699, '2_ahead': 19.957838451419267}"
1111,"range(0, 33, 2)",4.0,"(100, 10)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 33.55875563457321, '24_ahead': 28.48689392640286, '35_ahead': 31.599556214680632, '13_ahead': 23.754536537619998, '2_ahead': 17.242631090216868}"
