,indices_behind_to_use_range,number_of_nearby_locations_to_use,hidden_layer_sizes,alpha,airlocation_id,nearby_airlocation_ids,prediction_type,error_results
244,"range(0, 9, 2)",1.0,"(24,)",0.0001,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 30.021436637950188, '24_ahead': 27.128390967046485, '35_ahead': 30.350591186549735, '13_ahead': 21.775097226599122, '2_ahead': 8.9856700107943936}"
245,"range(0, 9, 2)",1.0,"(24,)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.483156443602979, '24_ahead': 27.152176004806684, '35_ahead': 31.185727305455636, '13_ahead': 20.993490920909306, '2_ahead': 6.7504746855779407}"
246,"range(0, 9, 2)",1.0,"(24,)",5e-05,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 31.428375642103767, '24_ahead': 25.279344943835316, '35_ahead': 29.120355636219013, '13_ahead': 19.875942304008401, '2_ahead': 8.98167752117795}"
247,"range(0, 9, 2)",1.0,"(24,)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.434097854624333, '24_ahead': 26.447780927233929, '35_ahead': 30.089337678168267, '13_ahead': 19.52805815636701, '2_ahead': 6.3459275476468413}"
248,"range(0, 9, 2)",1.0,"(100,)",0.001,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 28.921191643589925, '24_ahead': 23.252183786525425, '35_ahead': 26.27431982251381, '13_ahead': 18.44469641608417, '2_ahead': 6.849604334549519}"
249,"range(0, 9, 2)",1.0,"(100,)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.196838663398779, '24_ahead': 26.26876508955835, '35_ahead': 30.130060026249897, '13_ahead': 19.341509860471362, '2_ahead': 5.5824592035146061}"
250,"range(0, 9, 2)",1.0,"(100,)",0.0005,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 28.318772115308384, '24_ahead': 24.088257259547468, '35_ahead': 25.49814875811472, '13_ahead': 18.3493549856701, '2_ahead': 6.760104093460142}"
251,"range(0, 9, 2)",1.0,"(100,)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.33328059059636, '24_ahead': 26.310473131884468, '35_ahead': 30.040129929157022, '13_ahead': 19.532502930398284, '2_ahead': 6.2054612808219307}"
252,"range(0, 9, 2)",1.0,"(100,)",0.0001,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 29.006940448419169, '24_ahead': 23.003762725944764, '35_ahead': 27.516410391293306, '13_ahead': 18.746088645591172, '2_ahead': 6.5297644380164312}"
253,"range(0, 9, 2)",1.0,"(100,)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.499078637474398, '24_ahead': 26.577436413933967, '35_ahead': 30.163899738657662, '13_ahead': 19.463076296336908, '2_ahead': 5.3469074545895765}"
254,"range(0, 9, 2)",1.0,"(100,)",5e-05,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 26.744626101081252, '24_ahead': 24.494712927788747, '35_ahead': 26.759603394167097, '13_ahead': 19.105997476118393, '2_ahead': 7.2370993638375971}"
255,"range(0, 9, 2)",1.0,"(100,)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.567109489455582, '24_ahead': 26.603027584216527, '35_ahead': 30.186202838656946, '13_ahead': 19.880636739963538, '2_ahead': 5.8644275721029446}"
256,"range(0, 9, 2)",1.0,"(100, 10)",0.001,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 28.374628045728461, '24_ahead': 22.088030117864783, '35_ahead': 25.895023840461018, '13_ahead': 18.939484952284353, '2_ahead': 7.3581996386820814}"
257,"range(0, 9, 2)",1.0,"(100, 10)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 31.70414801386001, '24_ahead': 26.607478567715585, '35_ahead': 30.313899329222185, '13_ahead': 20.464374629674705, '2_ahead': 6.0763580853627435}"
258,"range(0, 9, 2)",1.0,"(100, 10)",0.0005,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 28.963896726923341, '24_ahead': 22.290542814912499, '35_ahead': 24.17858649593034, '13_ahead': 18.967410324691976, '2_ahead': 6.3755897851205043}"
259,"range(0, 9, 2)",1.0,"(100, 10)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 33.021044596222922, '24_ahead': 26.538337901692962, '35_ahead': 30.542986988946996, '13_ahead': 19.319872281631227, '2_ahead': 5.7912828339535594}"
260,"range(0, 9, 2)",1.0,"(100, 10)",0.0001,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 24.227770447601188, '24_ahead': 21.560240677772239, '35_ahead': 23.120105991373496, '13_ahead': 18.394171045358121, '2_ahead': 6.4464385742544303}"
261,"range(0, 9, 2)",1.0,"(100, 10)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.104511969319979, '24_ahead': 26.040044018010562, '35_ahead': 29.859919555192018, '13_ahead': 19.078567442213568, '2_ahead': 5.196884873976261}"
262,"range(0, 9, 2)",1.0,"(100, 10)",5e-05,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 25.814328797392012, '24_ahead': 21.041011616403814, '35_ahead': 23.553407393931295, '13_ahead': 18.752332883893793, '2_ahead': 6.4497731005901917}"
263,"range(0, 9, 2)",1.0,"(100, 10)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.3260919754984, '24_ahead': 25.96564267766836, '35_ahead': 30.362375214434621, '13_ahead': 19.463232337136716, '2_ahead': 6.2453081069629217}"
264,"range(0, 9, 2)",2.0,"(24,)",0.001,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 32.383613863960058, '24_ahead': 25.787667817124245, '35_ahead': 30.014782834408443, '13_ahead': 20.193762150770635, '2_ahead': 10.19896716275912}"
265,"range(0, 9, 2)",2.0,"(24,)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.837610275485204, '24_ahead': 26.716220540785844, '35_ahead': 30.864060912947672, '13_ahead': 20.940876390235449, '2_ahead': 6.385281262598002}"
266,"range(0, 9, 2)",2.0,"(24,)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.586338207953936, '24_ahead': 29.723790700301393, '35_ahead': 32.276008208658112, '13_ahead': 25.614613563464779, '2_ahead': 20.435817027498278}"
267,"range(0, 9, 2)",2.0,"(24,)",0.0005,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 30.786032467608639, '24_ahead': 25.974208502090615, '35_ahead': 29.448525565204939, '13_ahead': 19.405123145714555, '2_ahead': 7.6989070249537503}"
268,"range(0, 9, 2)",2.0,"(24,)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.573969226527296, '24_ahead': 26.637293065327004, '35_ahead': 30.317703188487862, '13_ahead': 19.435471566445116, '2_ahead': 6.6782238956481859}"
269,"range(0, 9, 2)",2.0,"(24,)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.912057409893599, '24_ahead': 30.088790783678775, '35_ahead': 32.406445611518066, '13_ahead': 25.715256036788116, '2_ahead': 20.032250032878395}"
270,"range(0, 9, 2)",2.0,"(24,)",0.0001,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 31.680133126406353, '24_ahead': 25.526735674838623, '35_ahead': 29.539972615808111, '13_ahead': 20.116406665443872, '2_ahead': 9.6820578936709527}"
271,"range(0, 9, 2)",2.0,"(24,)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.569248353986644, '24_ahead': 27.038270059756968, '35_ahead': 30.165537935531624, '13_ahead': 19.801289584574416, '2_ahead': 6.4371586318927942}"
272,"range(0, 9, 2)",2.0,"(24,)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.866448401636028, '24_ahead': 30.354296879293297, '35_ahead': 32.687625973669626, '13_ahead': 27.374767682939549, '2_ahead': 21.318438398905482}"
273,"range(0, 9, 2)",2.0,"(24,)",5e-05,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 31.274346552267318, '24_ahead': 26.401167966661234, '35_ahead': 29.254788315495929, '13_ahead': 21.05597142639791, '2_ahead': 8.5309740246949755}"
274,"range(0, 9, 2)",2.0,"(24,)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.380346358676078, '24_ahead': 26.676464565362263, '35_ahead': 30.32858744505188, '13_ahead': 21.152808895631846, '2_ahead': 7.0591800226663484}"
275,"range(0, 9, 2)",2.0,"(24,)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.773270353769981, '24_ahead': 30.318840581158177, '35_ahead': 32.299623184698426, '13_ahead': 25.863373201540576, '2_ahead': 20.281673130477145}"
276,"range(0, 9, 2)",2.0,"(100,)",0.001,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 25.745076476648592, '24_ahead': 24.107818694269216, '35_ahead': 24.751380417559346, '13_ahead': 18.583211584729451, '2_ahead': 6.5009243773927539}"
277,"range(0, 9, 2)",2.0,"(100,)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.344113430556519, '24_ahead': 26.279499427101985, '35_ahead': 30.080582403692649, '13_ahead': 19.359268992619519, '2_ahead': 5.9312708218779191}"
278,"range(0, 9, 2)",2.0,"(100,)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.749302998818621, '24_ahead': 30.179276371055245, '35_ahead': 32.39306507130933, '13_ahead': 26.393414064521018, '2_ahead': 20.290159517865447}"
279,"range(0, 9, 2)",2.0,"(100,)",0.0005,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 24.711410926070158, '24_ahead': 24.433424586580831, '35_ahead': 27.309948543232718, '13_ahead': 18.466894635126742, '2_ahead': 6.3196156430403301}"
280,"range(0, 9, 2)",2.0,"(100,)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.676944852354808, '24_ahead': 26.550221054423176, '35_ahead': 30.209255086005143, '13_ahead': 19.546927263534837, '2_ahead': 5.4669418782980692}"
281,"range(0, 9, 2)",2.0,"(100,)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.559872076233589, '24_ahead': 29.821410829140582, '35_ahead': 31.938752395125388, '13_ahead': 25.807111151467932, '2_ahead': 20.202965077164325}"
282,"range(0, 9, 2)",2.0,"(100,)",0.0001,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 27.036153972367842, '24_ahead': 24.588441213160031, '35_ahead': 26.624874636313933, '13_ahead': 18.875860554151977, '2_ahead': 6.3396884466623611}"
283,"range(0, 9, 2)",2.0,"(100,)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.390002251257066, '24_ahead': 26.530214135285377, '35_ahead': 30.264581915298411, '13_ahead': 19.438995369307627, '2_ahead': 5.3759324347215482}"
284,"range(0, 9, 2)",2.0,"(100,)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.981811549340506, '24_ahead': 29.869053492272261, '35_ahead': 32.367513373209995, '13_ahead': 25.938109168700333, '2_ahead': 20.14556546704835}"
285,"range(0, 9, 2)",2.0,"(100,)",5e-05,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 27.114012802099712, '24_ahead': 23.434896294660089, '35_ahead': 24.475644624060919, '13_ahead': 19.095096246588998, '2_ahead': 6.5927154673820887}"
286,"range(0, 9, 2)",2.0,"(100,)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.19819323402141, '24_ahead': 26.302582129244481, '35_ahead': 30.188519835751837, '13_ahead': 19.142527323170246, '2_ahead': 5.4072218140613151}"
287,"range(0, 9, 2)",2.0,"(100,)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.664534367251981, '24_ahead': 29.646054920574986, '35_ahead': 32.240563929452001, '13_ahead': 25.600970423500002, '2_ahead': 20.080520896813237}"
288,"range(0, 9, 2)",2.0,"(100, 10)",0.001,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 23.086013940997749, '24_ahead': 21.511200053848611, '35_ahead': 25.044245769977277, '13_ahead': 17.845147130202768, '2_ahead': 6.0784567511260548}"
289,"range(0, 9, 2)",2.0,"(100, 10)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.688694852161852, '24_ahead': 26.065403558544872, '35_ahead': 30.041120292645953, '13_ahead': 19.286507981837588, '2_ahead': 5.2133442158131507}"
290,"range(0, 9, 2)",2.0,"(100, 10)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.626447757596715, '24_ahead': 29.645026355454402, '35_ahead': 32.38286391537644, '13_ahead': 26.214752500408526, '2_ahead': 20.140967158511607}"
291,"range(0, 9, 2)",2.0,"(100, 10)",0.0005,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 22.419677870072729, '24_ahead': 21.799052237872278, '35_ahead': 24.429948391332669, '13_ahead': 18.818579127929684, '2_ahead': 6.3961489693343969}"
292,"range(0, 9, 2)",2.0,"(100, 10)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.665273136085993, '24_ahead': 26.127998422800257, '35_ahead': 30.175009214925581, '13_ahead': 19.433406272686391, '2_ahead': 5.7136420744233005}"
293,"range(0, 9, 2)",2.0,"(100, 10)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.707770356437329, '24_ahead': 29.793671792432743, '35_ahead': 32.284073943047623, '13_ahead': 26.066859606838936, '2_ahead': 20.738318518018712}"
294,"range(0, 9, 2)",2.0,"(100, 10)",0.0001,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 23.858796413420308, '24_ahead': 20.959371204867882, '35_ahead': 23.739124921583549, '13_ahead': 17.399283534461659, '2_ahead': 7.25131150168452}"
295,"range(0, 9, 2)",2.0,"(100, 10)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.386689936161602, '24_ahead': 26.472848987439107, '35_ahead': 30.143784736087557, '13_ahead': 19.431188132120589, '2_ahead': 6.5486329387884945}"
296,"range(0, 9, 2)",2.0,"(100, 10)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.551327478432626, '24_ahead': 29.279257712185345, '35_ahead': 31.886759804739267, '13_ahead': 25.684453139092042, '2_ahead': 19.823117734626948}"
297,"range(0, 9, 2)",2.0,"(100, 10)",5e-05,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 25.525389205268851, '24_ahead': 21.41114430272361, '35_ahead': 22.860106400263472, '13_ahead': 18.500989221793752, '2_ahead': 6.4907716441394685}"
298,"range(0, 9, 2)",2.0,"(100, 10)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.468576307215912, '24_ahead': 26.850440371792704, '35_ahead': 30.316023182548928, '13_ahead': 19.996307988533474, '2_ahead': 5.6260294997003655}"
299,"range(0, 9, 2)",2.0,"(100, 10)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.974442271484783, '24_ahead': 30.220204422997707, '35_ahead': 32.382177478515608, '13_ahead': 25.920149375216294, '2_ahead': 20.508710696166673}"
300,"range(0, 9, 2)",3.0,"(24,)",0.001,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 30.875386153957244, '24_ahead': 26.081757199612888, '35_ahead': 29.813613614999252, '13_ahead': 21.3149707911655, '2_ahead': 10.666009371360278}"
301,"range(0, 9, 2)",3.0,"(24,)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.676032419029696, '24_ahead': 26.883346001400373, '35_ahead': 30.631703189510986, '13_ahead': 21.040115309445316, '2_ahead': 8.7634530774993689}"
302,"range(0, 9, 2)",3.0,"(24,)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 34.106324750650892, '24_ahead': 30.432843259091417, '35_ahead': 32.701176796739894, '13_ahead': 27.285408378698392, '2_ahead': 21.596559704508348}"
303,"range(0, 9, 2)",3.0,"(24,)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 33.578518904908037, '24_ahead': 28.748633866639143, '35_ahead': 31.953407960026478, '13_ahead': 24.744543074995185, '2_ahead': 17.002532922254741}"
304,"range(0, 9, 2)",3.0,"(24,)",0.0005,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 30.930051688604522, '24_ahead': 25.449045104780108, '35_ahead': 28.742562259094797, '13_ahead': 19.891450179597264, '2_ahead': 8.4074360364512497}"
305,"range(0, 9, 2)",3.0,"(24,)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.410813496186648, '24_ahead': 26.975694011388352, '35_ahead': 30.472017870707226, '13_ahead': 19.890089866101459, '2_ahead': 6.4328935629821533}"
306,"range(0, 9, 2)",3.0,"(24,)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.630237521715188, '24_ahead': 29.947277475443038, '35_ahead': 32.485464559192927, '13_ahead': 26.590981835625552, '2_ahead': 21.153748189192477}"
307,"range(0, 9, 2)",3.0,"(24,)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 33.30042485924232, '24_ahead': 28.567951863045867, '35_ahead': 31.566964571974705, '13_ahead': 24.498129163108782, '2_ahead': 17.313923082249524}"
308,"range(0, 9, 2)",3.0,"(24,)",0.0001,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 30.850131764996508, '24_ahead': 26.320923451629337, '35_ahead': 29.213132661222144, '13_ahead': 20.454303245415911, '2_ahead': 6.5700204974613694}"
309,"range(0, 9, 2)",3.0,"(24,)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.241033647756289, '24_ahead': 26.944587218283367, '35_ahead': 30.790657348865231, '13_ahead': 20.868191820636561, '2_ahead': 5.4002847638379166}"
310,"range(0, 9, 2)",3.0,"(24,)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.712286844988022, '24_ahead': 30.212743305451763, '35_ahead': 32.715733972631647, '13_ahead': 26.08829714347511, '2_ahead': 20.362069677321493}"
311,"range(0, 9, 2)",3.0,"(24,)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 33.685153684809393, '24_ahead': 29.196626676182767, '35_ahead': 32.173259693439455, '13_ahead': 24.28683225530153, '2_ahead': 16.629787364669077}"
312,"range(0, 9, 2)",3.0,"(24,)",5e-05,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 31.594741830034373, '24_ahead': 26.123034682254289, '35_ahead': 29.213119045513032, '13_ahead': 20.068559534928635, '2_ahead': 10.050144954779721}"
313,"range(0, 9, 2)",3.0,"(24,)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.600398971448314, '24_ahead': 26.739071082832755, '35_ahead': 30.846589551302507, '13_ahead': 20.24265430137584, '2_ahead': 9.3874293236357786}"
314,"range(0, 9, 2)",3.0,"(24,)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.873575913112887, '24_ahead': 30.101475624868197, '35_ahead': 32.618198640966654, '13_ahead': 26.163143818484453, '2_ahead': 20.656419664563714}"
315,"range(0, 9, 2)",3.0,"(24,)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 33.437425761720739, '24_ahead': 28.488391255007333, '35_ahead': 31.560381761155742, '13_ahead': 23.680948453352887, '2_ahead': 16.513356221994151}"
316,"range(0, 9, 2)",3.0,"(100,)",0.001,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 27.508805536410236, '24_ahead': 23.03044262186793, '35_ahead': 27.449462970661742, '13_ahead': 18.699331606974514, '2_ahead': 6.3273241645674281}"
317,"range(0, 9, 2)",3.0,"(100,)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.469185234991308, '24_ahead': 26.391198614982116, '35_ahead': 30.232171098853598, '13_ahead': 19.191987443926045, '2_ahead': 5.2157342892562593}"
318,"range(0, 9, 2)",3.0,"(100,)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.739127023700803, '24_ahead': 29.760289519303868, '35_ahead': 31.979578848252761, '13_ahead': 25.617755074679618, '2_ahead': 20.258797312941716}"
319,"range(0, 9, 2)",3.0,"(100,)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 33.347825057838484, '24_ahead': 28.595189355612767, '35_ahead': 31.538953424946286, '13_ahead': 24.279796081294588, '2_ahead': 16.678423230974698}"
320,"range(0, 9, 2)",3.0,"(100,)",0.0005,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 27.61613024991501, '24_ahead': 24.092682558501107, '35_ahead': 24.159574396363215, '13_ahead': 19.060936453582741, '2_ahead': 6.5039112132092018}"
321,"range(0, 9, 2)",3.0,"(100,)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.257227218874839, '24_ahead': 26.278780217149549, '35_ahead': 30.034685466979589, '13_ahead': 19.26560185784254, '2_ahead': 5.6078229037335827}"
322,"range(0, 9, 2)",3.0,"(100,)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.684626834210761, '24_ahead': 29.846309711723009, '35_ahead': 32.112191828718721, '13_ahead': 25.750164231165279, '2_ahead': 19.913919733262308}"
323,"range(0, 9, 2)",3.0,"(100,)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 33.76930496529085, '24_ahead': 28.819236367451417, '35_ahead': 31.97705920119871, '13_ahead': 23.744516281495809, '2_ahead': 16.551243274459569}"
324,"range(0, 9, 2)",3.0,"(100,)",0.0001,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 26.115993874031705, '24_ahead': 24.57531369773152, '35_ahead': 26.670953651221776, '13_ahead': 18.345700693833692, '2_ahead': 6.7320259070490156}"
325,"range(0, 9, 2)",3.0,"(100,)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.117392361335668, '24_ahead': 26.170230938724341, '35_ahead': 29.793111357704372, '13_ahead': 19.090656510932359, '2_ahead': 5.3723374100790213}"
326,"range(0, 9, 2)",3.0,"(100,)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.438063701780123, '24_ahead': 29.528741306403393, '35_ahead': 31.806785447015887, '13_ahead': 25.632422797899697, '2_ahead': 19.925663065539524}"
327,"range(0, 9, 2)",3.0,"(100,)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 33.347017399824431, '24_ahead': 28.774151158850579, '35_ahead': 31.600110715986645, '13_ahead': 23.997894914846924, '2_ahead': 16.605914706830465}"
328,"range(0, 9, 2)",3.0,"(100,)",5e-05,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 25.756124566839791, '24_ahead': 24.285462074754566, '35_ahead': 25.4285573222236, '13_ahead': 18.215002173938107, '2_ahead': 6.9870018472176723}"
329,"range(0, 9, 2)",3.0,"(100,)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.650795192455419, '24_ahead': 26.617479214142804, '35_ahead': 30.610994696923179, '13_ahead': 19.329050430392059, '2_ahead': 5.814847521998229}"
330,"range(0, 9, 2)",3.0,"(100,)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.794845404222819, '24_ahead': 29.603494498060435, '35_ahead': 32.368487601303791, '13_ahead': 25.618806457849317, '2_ahead': 20.246045977608265}"
331,"range(0, 9, 2)",3.0,"(100,)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 33.646327635134135, '24_ahead': 28.727935405827608, '35_ahead': 31.819902391178918, '13_ahead': 23.972984777496904, '2_ahead': 16.457047003023707}"
332,"range(0, 9, 2)",3.0,"(100, 10)",0.001,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 24.358022134093694, '24_ahead': 21.986510580981189, '35_ahead': 28.42533682240995, '13_ahead': 17.923245454084153, '2_ahead': 6.7970990253006081}"
333,"range(0, 9, 2)",3.0,"(100, 10)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.043784260899358, '24_ahead': 26.231854056583977, '35_ahead': 29.823856150045874, '13_ahead': 19.107387461008159, '2_ahead': 5.3924914886167015}"
334,"range(0, 9, 2)",3.0,"(100, 10)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.914903945970259, '24_ahead': 30.929348098832047, '35_ahead': 32.395821906845313, '13_ahead': 26.285721182941657, '2_ahead': 20.030306902638401}"
335,"range(0, 9, 2)",3.0,"(100, 10)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 33.367666934901024, '24_ahead': 28.945423732702981, '35_ahead': 31.541247328923426, '13_ahead': 24.039407794152961, '2_ahead': 16.93905337496339}"
336,"range(0, 9, 2)",3.0,"(100, 10)",0.0005,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 22.905136309343305, '24_ahead': 20.520375258056042, '35_ahead': 25.104928636666756, '13_ahead': 19.137513364241745, '2_ahead': 7.2385368849813263}"
337,"range(0, 9, 2)",3.0,"(100, 10)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.351492791983816, '24_ahead': 26.631397890961676, '35_ahead': 30.294794466044085, '13_ahead': 19.2915922267265, '2_ahead': 6.0989774757537871}"
338,"range(0, 9, 2)",3.0,"(100, 10)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.673889027985119, '24_ahead': 29.884876887600626, '35_ahead': 32.311332816099643, '13_ahead': 26.118867897821492, '2_ahead': 20.213462221346045}"
339,"range(0, 9, 2)",3.0,"(100, 10)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 33.228436711265608, '24_ahead': 28.32305593242522, '35_ahead': 31.550237641409073, '13_ahead': 23.393736145273465, '2_ahead': 16.245419483630968}"
340,"range(0, 9, 2)",3.0,"(100, 10)",0.0001,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 22.627408298145159, '24_ahead': 22.423198627981257, '35_ahead': 21.970299458945473, '13_ahead': 18.2235773062799, '2_ahead': 6.5765103488235539}"
341,"range(0, 9, 2)",3.0,"(100, 10)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 31.836012882737037, '24_ahead': 28.335554986626619, '35_ahead': 30.028363322561127, '13_ahead': 19.639154053542629, '2_ahead': 9.1016242898841639}"
