,indices_behind_to_use_range,number_of_nearby_locations_to_use,hidden_layer_sizes,alpha,airlocation_id,nearby_airlocation_ids,prediction_type,error_results
803,"range(0, 25, 2)",3.0,"(100,)",0.0005,964.0,"[964, 802, 633, 444, 420]",first_step_loc_3,"{'13_ahead': 22.726148019077542, '24_ahead': 26.540867996898108, '35_ahead': 29.949644753041717, '2_ahead': 18.89571735285703, '46_ahead': 31.947755428555993}"
804,"range(0, 25, 2)",3.0,"(100,)",0.0001,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 15.640038648748604, '24_ahead': 19.655587794028122, '35_ahead': 22.833013334248321, '2_ahead': 5.7033453765240205, '46_ahead': 23.944054182420039}"
805,"range(0, 25, 2)",3.0,"(100,)",0.0001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 17.846677988235633, '24_ahead': 24.04373837102834, '35_ahead': 28.186030474134952, '2_ahead': 6.1363308553577287, '46_ahead': 31.218687938234908}"
806,"range(0, 25, 2)",3.0,"(100,)",0.0001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 19.562627625577726, '24_ahead': 23.946477706591725, '35_ahead': 28.036372329289176, '2_ahead': 14.513171082815791, '46_ahead': 30.983960278142579}"
807,"range(0, 25, 2)",3.0,"(100,)",0.0001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_3,"{'13_ahead': 22.693598246252108, '24_ahead': 26.659001738244729, '35_ahead': 29.79135289307051, '2_ahead': 18.581543211198955, '46_ahead': 31.976733403047994}"
808,"range(0, 25, 2)",3.0,"(100,)",5e-05,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 15.354852538132103, '24_ahead': 19.294140705445624, '35_ahead': 21.694879583882553, '2_ahead': 7.1585667458855431, '46_ahead': 23.05657532245732}"
809,"range(0, 25, 2)",3.0,"(100,)",5e-05,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 17.438695762130127, '24_ahead': 24.114339375639297, '35_ahead': 29.075132173562331, '2_ahead': 6.3628709599365907, '46_ahead': 31.368463010483595}"
810,"range(0, 25, 2)",3.0,"(100,)",5e-05,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 19.407133234712557, '24_ahead': 24.79982123165362, '35_ahead': 28.100356787394407, '2_ahead': 14.640015572953923, '46_ahead': 30.712967914384805}"
811,"range(0, 25, 2)",3.0,"(100,)",5e-05,964.0,"[964, 802, 633, 444, 420]",first_step_loc_3,"{'13_ahead': 22.768617044864989, '24_ahead': 26.629325065008874, '35_ahead': 30.136627285138179, '2_ahead': 18.632223614066916, '46_ahead': 32.224154575466741}"
812,"range(0, 25, 2)",3.0,"(100, 10)",0.001,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 15.403679127996936, '24_ahead': 18.436748879006142, '35_ahead': 21.571459904160374, '2_ahead': 6.7811826975011638, '46_ahead': 20.682128825023227}"
813,"range(0, 25, 2)",3.0,"(100, 10)",0.001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 16.593568253421481, '24_ahead': 22.908640819986484, '35_ahead': 28.391907800716584, '2_ahead': 5.4913344076779698, '46_ahead': 31.690627929878683}"
814,"range(0, 25, 2)",3.0,"(100, 10)",0.001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 19.351061121206229, '24_ahead': 23.418732157385296, '35_ahead': 27.678215653672954, '2_ahead': 15.328271248047802, '46_ahead': 31.50341270770349}"
815,"range(0, 25, 2)",3.0,"(100, 10)",0.001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_3,"{'13_ahead': 22.826071865682135, '24_ahead': 26.47711616016618, '35_ahead': 29.932570285548469, '2_ahead': 18.845999714163973, '46_ahead': 32.545359604761437}"
816,"range(0, 25, 2)",3.0,"(100, 10)",0.0005,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 14.652258213060199, '24_ahead': 18.867865251936998, '35_ahead': 19.787320198060371, '2_ahead': 6.5616483834095725, '46_ahead': 19.594168708280378}"
817,"range(0, 25, 2)",3.0,"(100, 10)",0.0005,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 17.027230860170938, '24_ahead': 25.195539784358925, '35_ahead': 27.040774966489458, '2_ahead': 7.3464633003313597, '46_ahead': 31.716088489740066}"
818,"range(0, 25, 2)",3.0,"(100, 10)",0.0005,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 18.937930615246263, '24_ahead': 24.219840879492928, '35_ahead': 27.541165080281267, '2_ahead': 14.458292061975584, '46_ahead': 30.436670082416889}"
819,"range(0, 25, 2)",3.0,"(100, 10)",0.0005,964.0,"[964, 802, 633, 444, 420]",first_step_loc_3,"{'13_ahead': 22.63219479694401, '24_ahead': 26.566594008382605, '35_ahead': 29.792308077183435, '2_ahead': 19.555878579775683, '46_ahead': 32.008377844317607}"
820,"range(0, 25, 2)",3.0,"(100, 10)",0.0001,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 15.480826209280886, '24_ahead': 19.066320117779263, '35_ahead': 20.199899460887639, '2_ahead': 6.0491321044117186, '46_ahead': 23.624380992014636}"
821,"range(0, 25, 2)",3.0,"(100, 10)",0.0001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 17.622365533451067, '24_ahead': 23.278174029318485, '35_ahead': 28.259925889876644, '2_ahead': 5.1366392207265674, '46_ahead': 31.284930677437998}"
822,"range(0, 25, 2)",3.0,"(100, 10)",0.0001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 19.056020985138616, '24_ahead': 23.876476648352487, '35_ahead': 27.637957685555833, '2_ahead': 14.440304410359545, '46_ahead': 30.186655971242828}"
823,"range(0, 25, 2)",3.0,"(100, 10)",0.0001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_3,"{'13_ahead': 22.797563168282533, '24_ahead': 27.164493785180948, '35_ahead': 30.032219628480117, '2_ahead': 18.336277388528011, '46_ahead': 32.500090525881383}"
824,"range(0, 25, 2)",3.0,"(100, 10)",5e-05,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 15.36387334909795, '24_ahead': 20.070175822796365, '35_ahead': 20.967788253036108, '2_ahead': 7.1003394500551389, '46_ahead': 21.147705054048707}"
825,"range(0, 25, 2)",3.0,"(100, 10)",5e-05,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 17.172556175916476, '24_ahead': 23.982229432711762, '35_ahead': 27.114041694906565, '2_ahead': 7.1183529433863395, '46_ahead': 31.874563005861756}"
826,"range(0, 25, 2)",3.0,"(100, 10)",5e-05,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 19.501618374614004, '24_ahead': 24.548709756674814, '35_ahead': 28.338497490583492, '2_ahead': 14.351026333471507, '46_ahead': 30.501880288956624}"
827,"range(0, 25, 2)",3.0,"(100, 10)",5e-05,964.0,"[964, 802, 633, 444, 420]",first_step_loc_3,"{'13_ahead': 23.279522728727613, '24_ahead': 26.231486541570803, '35_ahead': 29.963680557536389, '2_ahead': 18.992528519492065, '46_ahead': 32.750487125530746}"
828,"range(0, 25, 2)",4.0,"(24,)",0.001,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 16.845264965878208, '24_ahead': 21.597030772070841, '35_ahead': 25.666799519565966, '2_ahead': 9.0052875767599492, '46_ahead': 26.950484876435947}"
829,"range(0, 25, 2)",4.0,"(24,)",0.001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 18.352379099673595, '24_ahead': 24.026288114103476, '35_ahead': 28.316737909174854, '2_ahead': 7.831635940636045, '46_ahead': 31.860910933490398}"
830,"range(0, 25, 2)",4.0,"(24,)",0.001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 20.586405353751335, '24_ahead': 25.130556883049891, '35_ahead': 27.980390220931476, '2_ahead': 15.29127879847352, '46_ahead': 31.155335904639585}"
831,"range(0, 25, 2)",4.0,"(24,)",0.001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_3,"{'13_ahead': 23.004465139841251, '24_ahead': 27.392290964851906, '35_ahead': 30.151916313104739, '2_ahead': 19.335229222652952, '46_ahead': 33.110813205614683}"
832,"range(0, 25, 2)",4.0,"(24,)",0.001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_4,"{'13_ahead': 24.391520666287658, '24_ahead': 27.00467249752117, '35_ahead': 30.041083600961077, '2_ahead': 22.272895782348414, '46_ahead': 31.844708783015484}"
833,"range(0, 25, 2)",4.0,"(24,)",0.0005,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 16.227451910697862, '24_ahead': 21.41950339560826, '35_ahead': 26.71755582555403, '2_ahead': 9.7700096675477734, '46_ahead': 25.485751243450885}"
834,"range(0, 25, 2)",4.0,"(24,)",0.0005,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 17.512650730192298, '24_ahead': 24.191547220363397, '35_ahead': 28.418793339170517, '2_ahead': 7.4323658270892414, '46_ahead': 31.28768746183685}"
835,"range(0, 25, 2)",4.0,"(24,)",0.0005,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 19.354980415450768, '24_ahead': 24.674432020307929, '35_ahead': 28.292259999702321, '2_ahead': 15.627188655942334, '46_ahead': 30.517097603407382}"
836,"range(0, 25, 2)",4.0,"(24,)",0.0005,964.0,"[964, 802, 633, 444, 420]",first_step_loc_3,"{'13_ahead': 22.917018960376424, '24_ahead': 26.695178252491299, '35_ahead': 30.488707424057946, '2_ahead': 19.166898522263498, '46_ahead': 32.629137426003446}"
837,"range(0, 25, 2)",4.0,"(24,)",0.0005,964.0,"[964, 802, 633, 444, 420]",first_step_loc_4,"{'13_ahead': 24.69964930613612, '24_ahead': 27.362746714593317, '35_ahead': 29.86408762489615, '2_ahead': 22.791550923891091, '46_ahead': 32.16108822606742}"
838,"range(0, 25, 2)",4.0,"(24,)",0.0001,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 17.663120077706601, '24_ahead': 21.007173305238585, '35_ahead': 25.318634458928479, '2_ahead': 9.8331737801600205, '46_ahead': 27.586536755652144}"
839,"range(0, 25, 2)",4.0,"(24,)",0.0001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 17.571194868261454, '24_ahead': 23.767718970922065, '35_ahead': 28.483196497014514, '2_ahead': 6.7794567764853717, '46_ahead': 30.805189137561527}"
840,"range(0, 25, 2)",4.0,"(24,)",0.0001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 19.789531368995306, '24_ahead': 24.436724998902001, '35_ahead': 28.406378464984368, '2_ahead': 14.615702498882674, '46_ahead': 30.735192726047586}"
841,"range(0, 25, 2)",4.0,"(24,)",0.0001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_3,"{'13_ahead': 23.579673511932853, '24_ahead': 27.925814773024083, '35_ahead': 31.004964955780849, '2_ahead': 19.707135771417448, '46_ahead': 32.699051020702001}"
842,"range(0, 25, 2)",4.0,"(24,)",0.0001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_4,"{'13_ahead': 24.522324761616197, '24_ahead': 27.669079402686155, '35_ahead': 29.999163715000897, '2_ahead': 21.949259784800226, '46_ahead': 32.635693957311332}"
843,"range(0, 25, 2)",4.0,"(24,)",5e-05,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 17.094879945273501, '24_ahead': 21.351388995018851, '35_ahead': 24.511985933051818, '2_ahead': 7.7462022809290918, '46_ahead': 27.765241927941279}"
844,"range(0, 25, 2)",4.0,"(24,)",5e-05,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 17.261997740452777, '24_ahead': 24.144449338400669, '35_ahead': 28.059795138971445, '2_ahead': 6.5526152862152705, '46_ahead': 31.095887986761646}"
845,"range(0, 25, 2)",4.0,"(24,)",5e-05,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 19.77546376105466, '24_ahead': 24.501365676961367, '35_ahead': 28.1105661731943, '2_ahead': 14.835287862205556, '46_ahead': 31.128432240926976}"
846,"range(0, 25, 2)",4.0,"(24,)",5e-05,964.0,"[964, 802, 633, 444, 420]",first_step_loc_3,"{'13_ahead': 24.44084494467802, '24_ahead': 29.120890440321514, '35_ahead': 30.779624786836809, '2_ahead': 20.234242988964159, '46_ahead': 33.058671457219972}"
847,"range(0, 25, 2)",4.0,"(24,)",5e-05,964.0,"[964, 802, 633, 444, 420]",first_step_loc_4,"{'13_ahead': 25.054334476931135, '24_ahead': 27.236080797562913, '35_ahead': 30.925299482313399, '2_ahead': 22.350589946584687, '46_ahead': 32.758570552593198}"
848,"range(0, 25, 2)",4.0,"(100,)",0.001,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 14.947759821178655, '24_ahead': 19.913562840323415, '35_ahead': 22.34802332451719, '2_ahead': 6.8071209931486232, '46_ahead': 23.28097875570052}"
849,"range(0, 25, 2)",4.0,"(100,)",0.001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 17.4345075208414, '24_ahead': 24.050878088588757, '35_ahead': 27.882479855953484, '2_ahead': 6.259736860952934, '46_ahead': 31.47495511217717}"
850,"range(0, 25, 2)",4.0,"(100,)",0.001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 18.92761143429572, '24_ahead': 24.158134219121706, '35_ahead': 27.859522149013404, '2_ahead': 14.260783050542299, '46_ahead': 30.665799889307372}"
851,"range(0, 25, 2)",4.0,"(100,)",0.001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_3,"{'13_ahead': 22.785883196763297, '24_ahead': 26.846244385299528, '35_ahead': 29.724464039464443, '2_ahead': 18.743660168630829, '46_ahead': 31.962331934560783}"
852,"range(0, 25, 2)",4.0,"(100,)",0.001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_4,"{'13_ahead': 23.950223515777935, '24_ahead': 26.779511351696339, '35_ahead': 29.71641909177664, '2_ahead': 21.421279110218954, '46_ahead': 31.762852380646095}"
853,"range(0, 25, 2)",4.0,"(100,)",0.0005,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 15.711858263628841, '24_ahead': 19.552615215681445, '35_ahead': 21.729408204864356, '2_ahead': 6.6562602749484379, '46_ahead': 21.955499348572811}"
854,"range(0, 25, 2)",4.0,"(100,)",0.0005,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 16.956402462801691, '24_ahead': 23.072476134424832, '35_ahead': 27.662869452038503, '2_ahead': 6.2141328394228257, '46_ahead': 30.871218981052049}"
855,"range(0, 25, 2)",4.0,"(100,)",0.0005,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 19.855573269311627, '24_ahead': 24.112679698326335, '35_ahead': 27.410584551029586, '2_ahead': 14.382113215488447, '46_ahead': 30.350093972974385}"
856,"range(0, 25, 2)",4.0,"(100,)",0.0005,964.0,"[964, 802, 633, 444, 420]",first_step_loc_3,"{'13_ahead': 22.565026347713665, '24_ahead': 26.356722569739624, '35_ahead': 29.58189086627052, '2_ahead': 18.974964172070724, '46_ahead': 31.737113627139642}"
857,"range(0, 25, 2)",4.0,"(100,)",0.0005,964.0,"[964, 802, 633, 444, 420]",first_step_loc_4,"{'13_ahead': 23.838128533725289, '24_ahead': 27.038185534338314, '35_ahead': 29.363160335270852, '2_ahead': 21.403675508700523, '46_ahead': 31.775030167630725}"
858,"range(0, 25, 2)",4.0,"(100,)",0.0001,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 14.664411263165567, '24_ahead': 19.441093085685296, '35_ahead': 20.940835323264817, '2_ahead': 6.4335632261008593, '46_ahead': 21.9920543360493}"
859,"range(0, 25, 2)",4.0,"(100,)",0.0001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 16.753425561520057, '24_ahead': 22.804249904362266, '35_ahead': 27.470910167494594, '2_ahead': 5.3650474204177048, '46_ahead': 30.727659566744382}"
860,"range(0, 25, 2)",4.0,"(100,)",0.0001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 19.279916696040978, '24_ahead': 24.457910049465731, '35_ahead': 27.795718422660524, '2_ahead': 14.514235453185396, '46_ahead': 30.368250862251912}"
861,"range(0, 25, 2)",4.0,"(100,)",0.0001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_3,"{'13_ahead': 22.955826434112176, '24_ahead': 26.545170875734637, '35_ahead': 29.684998479754171, '2_ahead': 18.788793411897277, '46_ahead': 32.29687417081086}"
862,"range(0, 25, 2)",4.0,"(100,)",0.0001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_4,"{'13_ahead': 24.290484934645789, '24_ahead': 26.715340526580516, '35_ahead': 29.582105689676489, '2_ahead': 21.737692520578783, '46_ahead': 32.002397598986668}"
863,"range(0, 25, 2)",4.0,"(100,)",5e-05,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 14.586333463515633, '24_ahead': 19.668483188589054, '35_ahead': 22.652575329738315, '2_ahead': 6.9456140698206914, '46_ahead': 22.368717027808341}"
864,"range(0, 25, 2)",4.0,"(100,)",5e-05,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 16.400221377233773, '24_ahead': 23.023849281407454, '35_ahead': 28.39356006436395, '2_ahead': 5.5393306557573068, '46_ahead': 31.461833251971921}"
865,"range(0, 25, 2)",4.0,"(100,)",5e-05,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 18.958257961737228, '24_ahead': 23.975965627749854, '35_ahead': 27.456638142690458, '2_ahead': 14.506711257427357, '46_ahead': 30.241996537039739}"
866,"range(0, 25, 2)",4.0,"(100,)",5e-05,964.0,"[964, 802, 633, 444, 420]",first_step_loc_3,"{'13_ahead': 22.733069117299546, '24_ahead': 26.6692530972607, '35_ahead': 30.577748823664219, '2_ahead': 18.984402621263051, '46_ahead': 32.281785600526632}"
867,"range(0, 25, 2)",4.0,"(100,)",5e-05,964.0,"[964, 802, 633, 444, 420]",first_step_loc_4,"{'13_ahead': 23.855491628958415, '24_ahead': 26.816353606198398, '35_ahead': 29.494553901576317, '2_ahead': 21.491153372921477, '46_ahead': 31.534693549151093}"
868,"range(0, 25, 2)",4.0,"(100, 10)",0.001,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 15.076814281779642, '24_ahead': 19.681839358949329, '35_ahead': 22.774600294036567, '2_ahead': 6.8809077714440816, '46_ahead': 19.292974166679194}"
869,"range(0, 25, 2)",4.0,"(100, 10)",0.001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 17.189598794449449, '24_ahead': 23.494354942557667, '35_ahead': 28.011696943083908, '2_ahead': 6.2956285018342184, '46_ahead': 31.069016519177765}"
870,"range(0, 25, 2)",4.0,"(100, 10)",0.001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 19.000152145458667, '24_ahead': 24.362883699158402, '35_ahead': 27.717876313415449, '2_ahead': 14.337598583629063, '46_ahead': 30.544745413842691}"
871,"range(0, 25, 2)",4.0,"(100, 10)",0.001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_3,"{'13_ahead': 22.591073451717495, '24_ahead': 26.28070898366969, '35_ahead': 29.5648254545819, '2_ahead': 18.864721373106825, '46_ahead': 32.49092810827748}"
872,"range(0, 25, 2)",4.0,"(100, 10)",0.001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_4,"{'13_ahead': 24.093787502915539, '24_ahead': 27.485684268806601, '35_ahead': 29.839579651001923, '2_ahead': 22.057236541521583, '46_ahead': 31.931656675394706}"
873,"range(0, 25, 2)",4.0,"(100, 10)",0.0005,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 15.377006969801068, '24_ahead': 19.01158927863014, '35_ahead': 19.697584002533858, '2_ahead': 6.2015145239092941, '46_ahead': 20.653026823764552}"
874,"range(0, 25, 2)",4.0,"(100, 10)",0.0005,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 17.246186821553277, '24_ahead': 23.389488636170874, '35_ahead': 28.347863365441679, '2_ahead': 5.4075308305366629, '46_ahead': 31.035479027560434}"
875,"range(0, 25, 2)",4.0,"(100, 10)",0.0005,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 19.170279129336439, '24_ahead': 23.888651574099232, '35_ahead': 28.85085883064303, '2_ahead': 14.326231372038027, '46_ahead': 30.357955691476775}"
876,"range(0, 25, 2)",4.0,"(100, 10)",0.0005,964.0,"[964, 802, 633, 444, 420]",first_step_loc_3,"{'13_ahead': 22.648077517346117, '24_ahead': 26.983228591445702, '35_ahead': 30.005374843762731, '2_ahead': 18.656110424426316, '46_ahead': 32.310070452731736}"
877,"range(0, 25, 2)",4.0,"(100, 10)",0.0005,964.0,"[964, 802, 633, 444, 420]",first_step_loc_4,"{'13_ahead': 25.562294648255211, '24_ahead': 27.056244853445801, '35_ahead': 29.733319733739666, '2_ahead': 21.311983295146554, '46_ahead': 32.420321783437679}"
878,"range(0, 25, 2)",4.0,"(100, 10)",0.0001,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 14.812692535305009, '24_ahead': 20.231819112568832, '35_ahead': 19.05600664515034, '2_ahead': 6.4670384109850181, '46_ahead': 17.846823058004663}"
879,"range(0, 25, 2)",4.0,"(100, 10)",0.0001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 16.662781282473013, '24_ahead': 24.037393366996753, '35_ahead': 28.393425380058641, '2_ahead': 5.1838410310102176, '46_ahead': 30.889089098356649}"
880,"range(0, 25, 2)",4.0,"(100, 10)",0.0001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 18.95322299401349, '24_ahead': 24.06262693199114, '35_ahead': 28.135506764654327, '2_ahead': 14.666634908934022, '46_ahead': 31.175095039891634}"
881,"range(0, 25, 2)",4.0,"(100, 10)",0.0001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_3,"{'13_ahead': 22.867273633963805, '24_ahead': 27.023617199757584, '35_ahead': 30.312943838112776, '2_ahead': 19.334970765600538, '46_ahead': 32.963270652790648}"
882,"range(0, 25, 2)",4.0,"(100, 10)",0.0001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_4,"{'13_ahead': 24.16216527376713, '24_ahead': 27.345152045885069, '35_ahead': 29.780646604983442, '2_ahead': 21.585074135162746, '46_ahead': 32.103802972019075}"
883,"range(0, 25, 2)",4.0,"(100, 10)",5e-05,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 15.079045778220403, '24_ahead': 18.757895044327093, '35_ahead': 24.05943437864029, '2_ahead': 6.9177278856001072, '46_ahead': 19.507304695802048}"
